uid1;customer_age;registration_dt;email_flg;has_mob_app;phone_number;push_flg;card_balance;active_deposit_flag;hascrcard;numofproducts;Geography;EstimatedSalary;Exited
49140811;52;27.07.2017;0;1;1;1;7621;0;1;4;Krasnodar;60968;0
13888768;18;27.07.2017;0;0;1;0;22820;0;1;2;Vladivostok;182560;0
51611444;47;27.07.2017;0;0;1;0;48575.9;0;0;3;Novokuznetsk;388607;0
1751236;21;28.07.2017;0;0;1;0;0;0;1;1;Ekaterinburg;48006;1
39655392;35;28.07.2017;0;0;1;0;0;0;1;2;Kazan;27357;1
52083360;30;28.07.2017;0;1;1;0;9685;0;0;3;Omsk;77480;0
8047928;41;28.07.2017;0;0;1;0;39381.4;0;0;3;Ekaterinburg;315051;0
8280183;49;28.07.2017;0;1;1;1;60376.6;0;0;7;Voronezh;483013;0
40766413;48;29.07.2017;0;1;1;0;97612.8;0;1;2;Ekaterinburg;780902;0
36159067;62;31.07.2017;0;0;1;0;0;0;0;2;Ekaterinburg;7714;0
51945951;26;31.07.2017;0;0;1;0;0;0;1;1;Krasnogorsk;29495;1
52261047;36;31.07.2017;1;1;1;0;4394;0;1;2;Ufa;35152;0
3427617;53;31.07.2017;0;0;1;0;5268.2;0;1;2;Perm;42146;0
49602521;42;01.08.2017;0;0;1;0;2827;0;0;3;Ekaterinburg;22616;0
33507490;34;01.08.2017;0;1;1;1;12417.8;0;1;4;Saint-Petersburg;99342;0
23645037;53;01.08.2017;0;0;1;0;16950;0;0;1;Moscow;135600;0
49697580;30;01.08.2017;1;1;1;1;27752.7;0;0;4;Ekaterinburg;222022;0
35311728;61;02.08.2017;0;1;1;0;0;0;0;3;Volgograd;6354;0
26028742;37;02.08.2017;0;0;1;0;3145;0;1;3;Ekaterinburg;25160;0
49122183;67;02.08.2017;0;0;1;0;27569.2;0;1;5;Krasnogorsk;220554;0
14644492;33;02.08.2017;0;0;1;0;134528.4;0;0;2;Vladivostok;1076227;0
2927596;50;03.08.2017;0;0;1;0;0;0;0;2;Sevastopol;40770;1
42158429;50;03.08.2017;0;0;1;0;0;0;1;1;Omsk;28259;1
9320100;35;03.08.2017;0;0;1;0;4064;0;0;3;Voronezh;32512;1
51867957;72;03.08.2017;0;0;1;0;12436.1;0;0;3;Novokuznetsk;99489;0
18868207;31;03.08.2017;0;0;1;0;31854;0;0;2;Novokuznetsk;254832;0
19729533;56;04.08.2017;0;0;1;0;0;0;0;2;Saint-Petersburg;5662;0
13701962;37;04.08.2017;0;0;1;0;0;0;1;1;Ufa;6572;1
12276383;25;04.08.2017;0;0;1;0;10000;0;0;3;Moscow;80000;0
52731772;26;05.08.2017;0;1;1;0;0;0;1;1;Volgograd;6487;1
28719061;52;06.08.2017;0;0;1;0;45497.5;0;0;2;Perm;363980;0
47784993;30;07.08.2017;0;0;1;0;0;0;0;1;Ekaterinburg;6950;1
4596713;26;07.08.2017;0;0;1;0;3459.4;0;1;2;Sevastopol;27675;0
2630360;36;07.08.2017;1;0;1;0;14269.8;0;1;3;Saint-Petersburg;114158;0
21263037;22;07.08.2017;0;0;1;0;16971.6;0;1;2;Odintsovo;135773;0
49308092;59;08.08.2017;0;0;1;0;10847.6;0;0;2;Saint-Petersburg;86781;0
19146931;48;08.08.2017;0;1;1;1;27683.1;0;0;2;Novosibirsk;221465;0
43937358;57;08.08.2017;0;0;1;0;42623.8;0;0;1;Ekaterinburg;340990;0
13187918;30;09.08.2017;0;0;1;0;0;0;0;1;Moscow;34530;1
44119901;53;09.08.2017;0;0;1;0;0;0;0;1;Perm;26070;1
20425700;30;09.08.2017;0;0;1;0;2169.5;0;0;2;Perm;17356;0
24075262;21;09.08.2017;1;0;1;0;19985;0;0;4;Novosibirsk;159880;0
23208620;44;09.08.2017;0;0;1;0;156610.7;0;0;4;Krasnogorsk;1252886;0
28006009;62;11.08.2017;0;0;1;0;42252.2;0;0;4;Moscow;338018;0
7362183;52;13.08.2017;1;0;1;0;552054.5;0;1;3;Voronezh;4416436;0
32148687;34;14.08.2017;0;1;1;1;0;0;1;4;Moscow;38942;1
27000969;40;14.08.2017;0;0;1;0;35646.2;0;0;4;Novokuznetsk;285170;0
50532967;81;14.08.2017;0;1;1;0;77551.2;1;0;3;Samara;620410;0
46050937;57;14.08.2017;0;0;1;0;100238.8;1;0;4;Moscow;801910;0
7499805;23;15.08.2017;0;0;1;0;0;0;0;3;Volgograd;36800;1
25361644;57;15.08.2017;0;1;1;1;1290;0;1;4;Voronezh;10320;0
46859716;32;15.08.2017;0;1;1;1;4711;0;1;1;Volgograd;37688;0
5277483;39;15.08.2017;0;0;1;0;8341;0;0;3;Pushkin;66728;0
34748391;47;15.08.2017;0;1;1;1;19708.3;1;0;2;Kaliningrad;157666;0
51641464;34;15.08.2017;0;1;1;1;39600;0;1;1;Voronezh;316800;0
16851167;39;15.08.2017;1;1;1;0;106978.4;0;0;2;Moscow;855827;0
50304742;53;16.08.2017;0;0;1;0;0;0;0;4;Krasnogorsk;5979;0
23699065;25;16.08.2017;0;0;1;0;590;0;1;2;Samara;4720;0
6927476;44;17.08.2017;0;0;1;0;16888.6;0;0;3;Kaliningrad;135109;0
37819463;69;17.08.2017;0;0;1;0;26154.7;0;1;5;Ekaterinburg;209238;0
27133536;38;17.08.2017;0;0;1;0;192479.8;0;0;4;Novokuznetsk;1539838;0
17849305;55;18.08.2017;0;0;1;0;270;0;0;4;Moscow;2160;0
32855936;74;19.08.2017;0;0;1;0;0;0;0;1;Ekaterinburg;7241;0
12546469;72;21.08.2017;0;0;1;0;0;0;1;4;Voronezh;11970;0
31179658;31;21.08.2017;0;1;1;1;0;0;0;2;Kaliningrad;18168;1
18909916;43;21.08.2017;1;0;1;0;1129;0;1;2;Omsk;9032;1
30292585;39;21.08.2017;0;0;1;0;4161;0;0;4;Saint-Petersburg;33288;0
2811051;33;21.08.2017;0;0;1;0;46720;0;1;4;Ufa;373760;0
44712764;58;21.08.2017;0;0;1;0;77864.4;0;1;2;Saint-Petersburg;622915;0
25523583;34;21.08.2017;0;1;1;0;199149.7;0;0;5;Novosibirsk;1593198;0
36033332;45;22.08.2017;0;0;1;0;0;0;1;3;Saint-Petersburg;14301;0
47385239;68;22.08.2017;0;0;1;0;0;0;1;1;Samara;51430;1
10724735;37;22.08.2017;1;0;1;0;0;0;0;2;Kaliningrad;19453;1
52740182;61;22.08.2017;0;0;1;0;9289;0;1;7;Voronezh;74312;0
8568881;35;22.08.2017;0;1;1;1;150663.7;0;0;2;Ekaterinburg;1205310;0
472322;50;23.08.2017;0;0;1;0;0;0;1;1;Saint-Petersburg;27853;1
37276873;60;23.08.2017;0;0;1;0;1876;0;1;3;Moscow;15008;1
12258737;49;23.08.2017;0;0;1;0;2787;0;0;2;Moscow;22296;0
206569;51;23.08.2017;0;0;1;0;4890;0;1;2;Sevastopol;39120;0
47557162;48;23.08.2017;0;0;1;0;59116.4;0;1;4;Vladivostok;472931;0
27026525;31;23.08.2017;0;0;1;0;143859.2;0;1;2;Omsk;1150874;0
25146145;45;24.08.2017;0;0;1;0;1859;0;1;5;Tomsk;14872;0
41340566;28;24.08.2017;0;0;1;0;10026.8;0;1;2;Odintsovo;80214;0
7248056;25;25.08.2017;0;0;1;0;0;0;0;2;Moscow;43164;1
21203783;39;25.08.2017;0;0;1;0;8889;0;0;2;Krasnogorsk;71112;0
4158013;57;25.08.2017;0;0;1;0;10760;0;0;3;Krasnogorsk;86080;0
13878742;32;26.08.2017;0;1;1;0;0;0;1;3;Ufa;13307;1
3927421;60;26.08.2017;0;0;1;0;516;0;1;1;Krasnogorsk;4128;1
15618424;33;26.08.2017;0;1;1;1;4909.5;0;1;3;Omsk;39276;0
13382103;29;26.08.2017;0;1;1;1;7144;0;0;7;Novokuznetsk;57152;0
39602554;20;26.08.2017;0;0;1;0;8194;0;1;3;Voronezh;65552;0
22953866;23;26.08.2017;0;0;1;0;10000;0;0;3;Moscow;80000;0
4586116;21;26.08.2017;0;0;1;0;20835.3;0;1;2;Voronezh;166682;0
52415483;32;26.08.2017;0;0;1;0;29969.5;0;1;2;Ekaterinburg;239756;0
42685390;64;28.08.2017;0;0;1;0;0;0;1;6;Krasnodar;30480;1
8801979;42;28.08.2017;0;0;1;0;2723;0;0;2;Ekaterinburg;21784;0
39224094;22;28.08.2017;0;0;1;0;9416;1;0;1;Samara;75328;0
35629749;45;28.08.2017;1;1;1;1;34565;0;1;2;Volgograd;276520;0
20015056;33;28.08.2017;0;1;1;0;64519.5;0;0;5;Moscow;516156;0
5279094;24;28.08.2017;0;0;1;0;89587.6;0;0;1;Sevastopol;716701;0
47087681;45;28.08.2017;1;1;1;0;239290;0;1;4;Omsk;1914320;0
15861134;25;29.08.2017;0;0;1;0;0;0;1;1;Saint-Petersburg;8017;1
28258086;48;29.08.2017;0;0;1;0;0;0;1;3;Voronezh;12907;0
49266537;68;29.08.2017;0;0;1;0;5817.9;0;1;3;Voronezh;46543;0
44973189;71;29.08.2017;0;0;1;0;6782.2;0;0;3;Novosibirsk;54258;0
9513721;44;29.08.2017;1;0;1;0;10120;0;1;4;Moscow;80960;0
44273436;22;29.08.2017;0;0;1;0;53979.8;0;0;3;Moscow;431838;0
20965198;61;29.08.2017;1;1;1;1;89305.6;1;1;4;Krasnogorsk;714445;0
48893864;50;30.08.2017;0;1;1;0;0;0;0;3;Voronezh;1666;0
18206595;66;30.08.2017;0;0;1;0;3138;0;1;3;Novokuznetsk;25104;0
17966964;26;30.08.2017;0;1;1;1;4700;0;1;3;Kaliningrad;37600;0
25107209;22;30.08.2017;0;1;1;1;13847;0;1;3;Perm;110776;0
22065114;28;30.08.2017;0;0;1;0;216207.7;0;0;3;Samara;1729662;0
29159043;29;31.08.2017;0;0;1;0;0;0;0;3;Pushkin;7488;1
32948485;22;31.08.2017;0;0;1;0;3000;0;1;2;Voronezh;24000;1
6445520;59;31.08.2017;0;0;1;0;17987.5;0;1;3;Krasnogorsk;143900;0
39829571;21;31.08.2017;0;0;1;0;24832.3;0;0;2;Perm;198658;0
19148685;58;31.08.2017;0;1;1;1;37307.6;0;0;4;Ekaterinburg;298461;0
33105697;28;31.08.2017;0;0;1;0;67547;0;0;2;Omsk;540376;0
29032918;37;01.09.2017;0;0;1;0;0;0;1;5;Krasnodar;14987;0
31034562;49;01.09.2017;0;1;1;0;1000;0;0;3;Samara;8000;0
49676539;33;01.09.2017;0;1;1;1;30892;1;1;3;Ufa;247136;0
13118486;25;01.09.2017;0;1;1;1;35259.7;0;1;3;Novokuznetsk;282078;0
11332838;51;01.09.2017;0;0;1;0;39377.4;1;0;2;Tomsk;315019;0
47037415;49;01.09.2017;0;0;1;0;46724.9;0;0;2;Samara;373799;0
37603001;29;03.09.2017;0;0;1;0;0;0;0;2;Ekaterinburg;7583;1
24836655;22;04.09.2017;0;0;1;0;0;0;1;1;Vladivostok;6490;1
5809991;21;04.09.2017;0;0;1;0;0;0;1;1;Vladivostok;10180;1
35496347;31;04.09.2017;0;0;1;0;0;0;1;1;Sevastopol;28997;1
37865744;18;04.09.2017;0;0;1;0;7705;1;1;3;Novokuznetsk;61640;0
26813618;24;04.09.2017;0;1;1;1;37011.1;0;1;2;Moscow;296089;0
50092404;57;04.09.2017;0;1;1;1;79521.2;0;0;3;Samara;636170;0
24590659;22;04.09.2017;0;1;1;0;799719;0;1;4;Voronezh;6397752;0
31671446;20;05.09.2017;0;0;1;0;819.8;0;1;2;Moscow;6558;0
45475555;32;05.09.2017;1;1;1;1;7858;0;1;4;Moscow;62864;1
45677570;57;05.09.2017;0;0;1;0;50060;0;1;2;Perm;400480;0
28806314;25;06.09.2017;0;0;1;0;0;0;1;4;Ekaterinburg;18698;1
3612497;29;06.09.2017;0;1;1;1;6770;0;0;2;Moscow;54160;0
20402915;61;06.09.2017;0;0;1;0;35393.5;0;1;2;Vladivostok;283148;0
26592238;31;06.09.2017;0;0;1;0;99527.3;0;0;5;Novosibirsk;796218;0
21193162;31;07.09.2017;0;1;1;0;4761;0;0;2;Ekaterinburg;38088;0
35234393;61;07.09.2017;0;0;1;0;9868.3;1;0;3;Ufa;78946;0
34893409;34;08.09.2017;0;1;1;0;0;0;1;1;Saint-Petersburg;22977;1
39508310;28;08.09.2017;0;0;1;0;9968;0;1;3;Kazan;79744;0
18469387;61;09.09.2017;0;0;1;0;2333;0;0;3;Moscow;18664;0
50602643;75;09.09.2017;0;0;1;0;2670;0;0;3;Novokuznetsk;21360;1
3726394;33;09.09.2017;1;1;1;0;10778.3;0;0;5;Kazan;86226;0
34524095;21;09.09.2017;0;1;1;1;13309.8;0;0;2;Moscow;106478;0
24371499;27;09.09.2017;1;1;1;1;47621.6;0;0;4;Vladivostok;380973;0
46678799;36;09.09.2017;0;0;1;0;134064.8;0;1;3;Moscow;1072518;0
3161111;32;09.09.2017;1;0;1;0;167252.8;0;1;4;Novosibirsk;1338022;0
51836782;28;10.09.2017;1;1;1;0;17660.3;0;0;2;Vladivostok;141282;0
31518313;32;11.09.2017;0;0;1;0;0;0;1;4;Moscow;35200;1
4185599;26;11.09.2017;1;1;1;0;6140;0;0;1;Novosibirsk;49120;0
19213376;46;11.09.2017;0;0;1;0;67751.4;1;0;1;Novokuznetsk;542011;0
38923544;32;12.09.2017;1;1;1;1;1456;0;0;2;Ekaterinburg;11648;0
12821890;47;12.09.2017;0;0;1;0;19660;0;0;2;Ufa;157280;0
29058271;25;13.09.2017;1;0;1;0;0;0;0;3;Vladivostok;6707;1
3600789;40;13.09.2017;0;0;1;0;21650;1;1;1;Perm;173200;0
44612071;34;14.09.2017;0;1;1;0;1859;0;1;3;Moscow;14872;1
18619813;64;14.09.2017;0;0;1;0;5565;0;1;5;Ekaterinburg;44520;0
2741974;72;14.09.2017;0;0;1;0;19729.3;0;1;2;Sevastopol;157834;0
2975892;51;15.09.2017;0;0;1;0;0;0;1;1;Moscow;134449;0
20079262;48;15.09.2017;1;0;1;0;5277;0;1;3;Sevastopol;42216;0
16329781;56;15.09.2017;0;0;1;0;6610;0;1;1;Kazan;52880;0
2756623;36;15.09.2017;0;1;1;1;11757.5;0;1;4;Vladivostok;94060;0
27854499;30;15.09.2017;1;1;1;1;101324.6;0;1;3;Volgograd;810597;0
2913375;40;15.09.2017;0;0;1;0;561402.3;0;0;3;Saint-Petersburg;4491218;0
48161703;44;16.09.2017;0;0;1;0;3039;0;0;3;Vladivostok;24312;0
30595219;36;16.09.2017;0;0;1;0;29559.6;0;0;1;Krasnodar;236477;0
17025687;40;16.09.2017;0;1;1;1;37632.7;0;1;3;Sevastopol;301062;0
24654640;40;16.09.2017;1;1;1;0;81775.2;1;0;5;Voronezh;654202;0
28181761;33;17.09.2017;0;0;1;0;0;0;0;3;Saint-Petersburg;28647;1
14525137;35;17.09.2017;0;1;1;1;1391;0;1;3;Ekaterinburg;11128;0
32835935;34;17.09.2017;0;0;1;0;4327.2;0;1;2;Vladivostok;34618;0
5184905;25;17.09.2017;1;1;1;1;52637.4;0;1;2;Sevastopol;421099;0
45422089;31;18.09.2017;1;1;1;0;9713;0;1;2;Krasnodar;77704;0
2422022;30;18.09.2017;0;0;1;0;33199.9;1;0;5;Krasnodar;265599;0
48026454;37;19.09.2017;0;1;1;1;20517.3;0;0;4;Krasnogorsk;164138;0
20444121;53;20.09.2017;0;0;1;0;0;0;0;2;Krasnogorsk;8069;0
38161307;22;20.09.2017;1;1;1;1;1255;0;1;3;Saint-Petersburg;10040;0
45234250;59;20.09.2017;0;0;1;0;2175.6;0;1;1;Pushkin;17405;0
15941992;47;20.09.2017;0;0;1;0;4265;1;1;5;Moscow;34120;0
44432293;24;20.09.2017;1;1;1;1;30018;0;1;1;Krasnogorsk;240144;0
7190627;60;20.09.2017;0;0;1;0;84992.6;0;0;4;Volgograd;679941;0
52779006;22;21.09.2017;1;1;1;1;0;0;0;1;Sevastopol;13986;0
39914349;54;21.09.2017;0;0;1;0;4338;0;1;3;Voronezh;34704;0
43915254;27;21.09.2017;0;0;1;0;60536.8;1;0;2;Ekaterinburg;484294;0
15709356;31;21.09.2017;0;1;1;1;1838419.5;0;1;5;Krasnogorsk;14707356;0
6259956;36;22.09.2017;1;1;1;1;7363;0;1;3;Obninsk;58904;0
31496877;21;22.09.2017;0;1;1;1;38726.5;0;1;2;Ekaterinburg;309812;0
7674556;25;22.09.2017;0;0;1;0;275733.3;0;1;1;Moscow;2205866;0
24881909;67;22.09.2017;0;1;1;0;291426.5;0;0;4;Krasnodar;2331412;0
17649416;41;24.09.2017;0;1;1;0;28308.1;0;0;5;Novokuznetsk;226465;0
36667113;27;25.09.2017;0;0;1;0;0;0;1;1;Kazan;33843;1
21595022;36;25.09.2017;0;0;1;0;73982.5;0;0;5;Ekaterinburg;591860;0
17738814;59;26.09.2017;1;0;1;0;0;0;0;4;Sevastopol;45200;1
18218702;34;26.09.2017;1;1;1;0;12320;0;1;2;Saint-Petersburg;98560;1
13029781;74;26.09.2017;1;1;1;1;18313.8;1;1;1;Kaliningrad;146510;0
4827376;26;26.09.2017;1;1;1;1;21751.3;0;0;3;Voronezh;174010;0
16120309;35;26.09.2017;1;0;1;0;59467.2;0;1;5;Ekaterinburg;475738;0
30466941;41;27.09.2017;0;0;1;0;1827;0;1;2;Kazan;14616;0
44713259;19;27.09.2017;0;1;1;0;8877;0;1;3;Samara;71016;0
40517111;20;27.09.2017;0;0;1;0;21790;0;1;3;Voronezh;174320;0
35264833;21;27.09.2017;0;1;1;0;24714.5;0;1;1;Vladivostok;197716;0
24861861;32;27.09.2017;1;1;1;0;141296.2;0;0;2;Moscow;1130370;0
27897834;73;28.09.2017;0;0;1;0;0;0;1;2;Sevastopol;8020;1
48914881;54;28.09.2017;0;0;1;0;1999;0;1;2;Vladivostok;15992;0
15944019;43;28.09.2017;0;0;1;0;8000.4;0;1;3;Voronezh;64003;0
39042168;47;28.09.2017;0;1;1;0;8697;0;1;3;Sevastopol;69576;0
37822880;42;28.09.2017;0;0;1;0;11230;0;0;2;Odintsovo;89840;0
21808407;31;28.09.2017;1;0;1;0;13717.6;0;0;2;Krasnodar;109741;0
41875441;66;28.09.2017;0;1;1;1;37676.4;0;0;3;Novokuznetsk;301411;0
12270058;34;28.09.2017;0;0;1;0;48417.3;0;1;2;Voronezh;387338;0
16454092;56;28.09.2017;0;0;1;0;277908;1;1;4;Krasnodar;2223264;0
46908375;25;29.09.2017;0;0;1;0;27524.5;0;1;3;Sevastopol;220196;0
31539135;37;29.09.2017;0;1;1;1;40010;0;0;2;Krasnodar;320080;0
4369429;37;29.09.2017;0;0;1;0;86126.9;0;1;2;Sevastopol;689015;0
17499750;23;30.09.2017;0;1;1;1;1191;0;0;2;Ufa;9528;0
44386486;47;30.09.2017;1;1;1;1;21731.5;0;0;3;Voronezh;173852;0
19019171;36;01.10.2017;0;0;1;0;202609.2;0;0;2;Obninsk;1620874;0
38115429;47;02.10.2017;0;0;1;0;0;0;1;5;Kazan;5471;0
2836635;28;02.10.2017;0;0;1;0;998;0;0;3;Novokuznetsk;7984;0
773477;32;02.10.2017;0;0;1;0;10381.9;0;0;4;Vladivostok;83055;0
20563758;71;02.10.2017;0;0;1;0;22469.2;0;1;2;Samara;179754;0
5123496;28;02.10.2017;1;1;1;1;63332.3;0;0;2;Vladivostok;506658;0
32603375;29;02.10.2017;0;0;1;0;76239.3;0;1;2;Voronezh;609914;0
37627032;22;03.10.2017;0;0;1;0;0;0;0;3;Kaliningrad;13454;0
20271672;18;03.10.2017;0;1;1;0;11339.1;0;0;3;Voronezh;90713;0
49807226;52;04.10.2017;0;1;1;0;0;0;1;4;Moscow;18724;1
47714926;46;04.10.2017;0;0;1;0;0;0;1;2;Volgograd;20258;0
15934259;36;04.10.2017;1;0;1;0;2550;0;1;2;Tomsk;20400;0
45428083;35;04.10.2017;0;0;1;0;90039.1;0;1;3;Moscow;720313;0
37549894;55;05.10.2017;0;0;1;0;0;1;0;2;Voronezh;32240;1
11641984;68;05.10.2017;0;0;1;0;15375.7;0;1;2;Volgograd;123006;0
37302008;34;05.10.2017;0;0;1;0;44599.1;0;0;3;Voronezh;356793;0
46855488;45;05.10.2017;1;0;1;0;45956;0;0;2;Novokuznetsk;367648;0
11360752;48;05.10.2017;0;0;1;0;227563.2;1;1;2;Samara;1820506;0
12773267;42;06.10.2017;0;0;1;0;17290;0;0;2;Krasnodar;138320;0
5763347;48;06.10.2017;0;0;1;0;34060.7;0;0;3;Vladivostok;272486;0
45730309;49;07.10.2017;0;0;1;0;0;0;1;4;Obninsk;10743;1
49280774;23;07.10.2017;0;0;1;0;6886;0;1;2;Omsk;55088;0
21135701;39;07.10.2017;0;0;1;0;9374.3;0;1;2;Krasnodar;74994;0
10357544;54;08.10.2017;1;0;1;0;0;0;1;2;Sevastopol;5700;1
43940836;22;09.10.2017;0;1;1;1;1800;0;1;4;Kazan;14400;0
6311233;48;09.10.2017;0;0;1;0;4674;0;0;6;Ekaterinburg;37392;0
20120364;48;09.10.2017;0;0;1;0;5741;0;1;2;Vladivostok;45928;0
13448181;67;09.10.2017;0;0;1;0;8810;0;0;3;Moscow;70480;0
52405372;40;09.10.2017;0;0;1;0;9400;0;0;5;Krasnodar;75200;0
25783142;26;09.10.2017;0;1;1;1;23251;0;1;3;Ufa;186008;0
39182133;23;09.10.2017;0;0;1;0;23481.8;0;1;4;Samara;187854;0
42356205;37;09.10.2017;0;0;1;0;43128.3;0;0;4;Moscow;345026;0
22705786;50;09.10.2017;0;1;1;1;63867.7;0;0;3;Novosibirsk;510942;0
51054735;57;10.10.2017;0;0;1;0;3760;0;1;2;Kaliningrad;30080;0
47534935;26;10.10.2017;0;1;1;0;18886.9;0;1;3;Ufa;151095;0
50314132;52;10.10.2017;0;1;1;1;31969.7;0;1;2;Sevastopol;255758;0
32201429;23;11.10.2017;0;0;1;0;4179;0;0;2;Moscow;33432;0
37612716;24;11.10.2017;0;0;1;0;14019;0;1;2;Krasnogorsk;112152;0
41983246;56;11.10.2017;0;0;1;0;34305.6;1;0;7;Saint-Petersburg;274445;0
30889531;55;11.10.2017;0;0;1;0;40838;0;1;4;Obninsk;326704;0
21144736;37;11.10.2017;0;0;1;0;66185;0;1;3;Vladivostok;529480;0
29844913;25;11.10.2017;0;0;1;0;73556.4;1;0;4;Novokuznetsk;588451;0
11003117;62;12.10.2017;0;0;1;0;0;0;0;4;Volgograd;31720;1
27289525;59;12.10.2017;0;1;1;1;4279.9;0;1;3;Vladivostok;34239;0
7618152;34;12.10.2017;0;0;1;0;34153.1;0;0;2;Vladivostok;273225;0
22825834;24;12.10.2017;0;1;1;1;34670.3;0;1;8;Vladivostok;277362;0
32432324;21;12.10.2017;0;1;1;1;42078.1;1;1;4;Krasnodar;336625;0
43914325;30;12.10.2017;0;0;1;0;175522.3;0;0;3;Odintsovo;1404178;0
24936646;61;13.10.2017;0;0;1;0;4213;0;1;3;Vladivostok;33704;0
37631207;24;13.10.2017;0;1;1;0;5960;0;1;3;Krasnogorsk;47680;0
5383152;36;13.10.2017;0;0;1;0;7154.3;0;0;5;Voronezh;57234;0
44593166;18;13.10.2017;0;0;1;0;19467.1;0;1;2;Krasnogorsk;155737;0
5811490;49;13.10.2017;1;1;1;0;73804.8;0;1;2;Krasnodar;590438;0
8745202;24;13.10.2017;0;0;1;0;87241.3;0;0;3;Novokuznetsk;697930;0
17674111;33;13.10.2017;0;0;1;0;198705.2;0;1;2;Krasnodar;1589642;0
51208972;72;14.10.2017;0;0;1;0;0;0;0;2;Pushkin;33214;1
3053573;81;14.10.2017;0;0;1;0;17865.5;0;1;3;Samara;142924;0
16232754;18;14.10.2017;1;1;1;0;17909.2;1;1;3;Moscow;143274;0
25642961;65;14.10.2017;0;0;1;0;34723.8;0;1;3;Ufa;277790;0
38211360;41;16.10.2017;0;0;1;0;4276;0;0;3;Sevastopol;34208;0
1036545;57;16.10.2017;0;1;1;0;10437.2;0;1;4;Moscow;83498;0
34585367;47;17.10.2017;0;0;1;0;0;0;0;3;Novosibirsk;4359;1
20500256;57;17.10.2017;0;0;1;0;0;0;1;1;Tomsk;5616;0
37026509;37;17.10.2017;0;0;1;0;7093;0;0;2;Samara;56744;0
18272119;70;17.10.2017;0;0;1;0;9080;0;0;3;Vladivostok;72640;1
32167409;50;17.10.2017;0;0;1;0;10434.4;0;1;5;Tomsk;83475;0
29363292;23;17.10.2017;0;0;1;0;11447;0;0;1;Moscow;91576;0
42929910;76;17.10.2017;0;0;1;0;30338.5;0;1;3;Voronezh;242708;0
432670;70;17.10.2017;0;0;1;0;35753.4;0;0;5;Saint-Petersburg;286027;0
51420047;25;17.10.2017;0;0;1;0;54450;0;0;2;Vladivostok;435600;0
28540421;41;18.10.2017;0;0;1;0;0;0;0;3;Sevastopol;56511;1
35173961;45;18.10.2017;0;0;1;0;0;0;1;1;Vladivostok;38337;1
47641777;43;18.10.2017;0;0;1;0;0;0;0;2;Kaliningrad;10479;1
11868418;24;18.10.2017;1;0;1;0;3753;0;0;2;Saint-Petersburg;30024;0
37848839;18;18.10.2017;0;0;1;0;5697;0;0;3;Ekaterinburg;45576;0
44379078;40;18.10.2017;0;0;1;0;12130;0;1;6;Ufa;97040;0
22529057;32;18.10.2017;0;1;1;1;17112.8;0;1;3;Vladivostok;136902;0
35362291;33;18.10.2017;0;0;1;0;21067.5;0;0;3;Samara;168540;0
21540413;55;18.10.2017;0;0;1;0;56469.2;0;0;1;Novosibirsk;451754;0
28163935;32;19.10.2017;0;0;1;0;3643;0;0;3;Vladivostok;29144;0
29440518;35;19.10.2017;0;1;1;1;22340;0;1;1;Omsk;178720;0
2491455;57;20.10.2017;0;0;1;0;11545.4;0;1;2;Ekaterinburg;92363;0
17201617;42;20.10.2017;0;0;1;0;15535.2;0;0;4;Moscow;124282;0
38059472;43;20.10.2017;0;1;1;1;28461.9;0;1;4;Voronezh;227695;0
38224495;41;20.10.2017;0;1;1;1;29908.9;0;0;3;Moscow;239271;0
31309452;49;20.10.2017;0;0;1;0;47714.6;0;1;4;Krasnodar;381717;0
38429930;63;20.10.2017;0;0;1;0;333090;1;1;3;Ekaterinburg;2664720;0
2838418;60;21.10.2017;0;0;1;0;0;0;0;1;Omsk;37370;1
390599;55;21.10.2017;0;0;1;0;7447;0;0;3;Sevastopol;59576;0
51971762;40;21.10.2017;0;0;1;0;41620.7;0;1;3;Novokuznetsk;332966;0
36162921;29;22.10.2017;0;0;1;0;0;0;0;1;Pushkin;31977;1
23079238;49;22.10.2017;1;1;1;1;93436.2;1;0;2;Krasnodar;747490;0
42607691;68;23.10.2017;0;0;1;0;1895;0;0;2;Krasnodar;15160;0
8969133;24;23.10.2017;0;0;1;0;15442.4;0;0;3;Pushkin;123539;0
12661418;37;23.10.2017;0;0;1;0;44857.8;0;0;4;Ekaterinburg;358862;0
17965493;35;23.10.2017;0;1;1;1;54203;0;0;4;Krasnodar;433624;0
35097732;28;24.10.2017;0;0;1;0;0;0;0;3;Kazan;9442;0
27324604;46;24.10.2017;0;0;1;0;13116;0;0;1;Volgograd;104928;0
43037237;43;24.10.2017;0;0;1;0;105726.5;0;1;4;Krasnogorsk;845812;0
48900941;59;24.10.2017;0;1;1;0;134367;0;0;4;Omsk;1074936;0
12219993;44;25.10.2017;0;0;1;0;0;0;1;4;Kazan;9279;1
15238826;51;25.10.2017;0;1;1;1;0;0;0;3;Ufa;10687;1
32177911;57;25.10.2017;0;0;1;0;0;0;0;4;Samara;16465;0
30311838;61;25.10.2017;0;0;1;0;14190;0;1;2;Sevastopol;113520;0
24643013;35;25.10.2017;0;0;1;0;31770;0;1;3;Moscow;254160;0
25071644;67;25.10.2017;0;0;1;0;59196.8;0;0;5;Sevastopol;473574;0
1062104;39;26.10.2017;0;0;1;0;1315;0;0;2;Samara;10520;0
